Recipe_ID,Dish_Name,Cuisine,Meal_Type,Diet_Type,Ingredients,Step_1,Step_2,Step_3,Step_4
203,Chole Bhature,Indian,Snack,Gluten-Free,"chickpeas, onion, flour, ginger, green chili, garam masala","Step 1: Prepare ingredients by cleaning and chopping: chickpeas, onion.",Step 2: Heat oil in a pot and sauté chickpeas for 5 minutes.,"Step 3: Add onion and flour to the wok, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
204,Mac and Cheese,American,Lunch,Non-Vegetarian,"macaroni, cheese, milk, butter, flour, milk, salt, pepper",Step 1: Boil macaroni in salted water until al dente. Drain and set aside.,"Step 2: In a saucepan, melt butter and stir in flour to form a roux. Gradually whisk in milk.","Step 3: Add cheese, stir until melted and creamy. Mix in the cooked macaroni.","Step 4: Simmer for 2-3 minutes, season with salt and pepper, and serve hot."
205,Rajma Chawal,Indian,Lunch,Vegan,"kidney beans, rice, tomato, garam masala, bay leaf, coriander","Step 1: Prepare ingredients by cleaning and chopping: kidney beans, rice.",Step 2: Heat oil in a skillet and grill kidney beans for 5 minutes.,"Step 3: Add rice and tomato to the oven, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
206,Spaghetti Carbonara,Italian,Dinner,Vegan,"spaghetti, egg, cheese, garlic, black pepper, olive oil","Step 1: Prepare ingredients by cleaning and chopping: spaghetti, egg.",Step 2: Heat oil in a saucepan and bake spaghetti for 5 minutes.,"Step 3: Add egg and cheese to the steamer, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
207,Chicken Biryani,Indian,Snack,Vegan,"chicken, rice, onion, garam masala, mint, yogurt","Step 1: Marinate chicken with yogurt, spices, and herbs. Let it rest for 30 minutes.","Step 2: In a pot, sauté onions and add marinated chicken. Cook till partially done.","Step 3: Add parboiled basmati rice over chicken, layer with mint and fried onions.",Step 4: Cover and dum cook for 20 minutes on low heat. Serve hot with raita.
208,Kung Pao Chicken,Chinese,Lunch,Vegetarian,"chicken, peanuts, chili","Step 1: Prepare ingredients by cleaning and chopping: chicken, peanuts.",Step 2: Heat oil in a oven and sauté chicken for 5 minutes.,"Step 3: Add peanuts and chili to the grill, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
209,Quiche Lorraine,French,Snack,Vegetarian,"egg, cheese, bacon","Step 1: Prepare ingredients by cleaning and chopping: egg, cheese.",Step 2: Heat oil in a oven and fry egg for 5 minutes.,"Step 3: Add cheese and bacon to the grill, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
210,Ratatouille,French,Lunch,Non-Vegetarian,"zucchini, tomato, eggplant, thyme, olive oil, bell pepper","Step 1: Prepare ingredients by cleaning and chopping: zucchini, tomato.",Step 2: Heat oil in a saucepan and blanch zucchini for 5 minutes.,"Step 3: Add tomato and eggplant to the oven, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
211,Burrito Bowl,Mexican,Breakfast,Non-Vegetarian,"rice, beans, chicken","Step 1: Prepare ingredients by cleaning and chopping: rice, beans.",Step 2: Heat oil in a grill and sauté rice for 5 minutes.,"Step 3: Add beans and chicken to the steamer, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
212,Buffalo Wings,American,Lunch,Vegetarian,"chicken, hot sauce, butter","Step 1: Prepare ingredients by cleaning and chopping: chicken, hot sauce.",Step 2: Heat oil in a steamer and boil chicken for 5 minutes.,"Step 3: Add hot sauce and butter to the skillet, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
213,Chow Mein,Chinese,Dinner,Non-Vegetarian,"noodles, vegetables, soy sauce","Step 1: Prepare ingredients by cleaning and chopping: noodles, vegetables.",Step 2: Heat oil in a grill and roast noodles for 5 minutes.,"Step 3: Add vegetables and soy sauce to the saucepan, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
214,Chow Mein,Chinese,Dinner,Vegetarian,"noodles, vegetables, soy sauce","Step 1: Prepare ingredients by cleaning and chopping: noodles, vegetables.",Step 2: Heat oil in a wok and steam noodles for 5 minutes.,"Step 3: Add vegetables and soy sauce to the saucepan, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
215,Spaghetti Carbonara,Italian,Lunch,Gluten-Free,"spaghetti, egg, cheese, garlic, black pepper, olive oil","Step 1: Prepare ingredients by cleaning and chopping: spaghetti, egg.",Step 2: Heat oil in a grill and steam spaghetti for 5 minutes.,"Step 3: Add egg and cheese to the skillet, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
216,Spring Rolls,Chinese,Breakfast,Non-Vegetarian,"cabbage, carrot, wrap","Step 1: Prepare ingredients by cleaning and chopping: cabbage, carrot.",Step 2: Heat oil in a oven and blanch cabbage for 5 minutes.,"Step 3: Add carrot and wrap to the steamer, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
217,Guacamole Nachos,Mexican,Lunch,Gluten-Free,"avocado, nachos, onion","Step 1: Prepare ingredients by cleaning and chopping: avocado, nachos.",Step 2: Heat oil in a pot and simmer avocado for 5 minutes.,"Step 3: Add nachos and onion to the oven, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
218,Ramen,Japanese,Lunch,Vegetarian,"noodles, egg, broth, scallions, miso, soy sauce","Step 1: Boil the noodles separately. In another pot, prepare the broth with soy sauce and miso.",Step 2: Add chopped scallions and let the broth simmer for 10 minutes.,"Step 3: Add cooked noodles to a bowl, pour the hot broth over them.",Step 4: Top with soft-boiled egg and serve steaming hot.
219,Cheeseburger,American,Snack,Vegan,"beef, cheese, bun","Step 1: Prepare ingredients by cleaning and chopping: beef, cheese.",Step 2: Heat oil in a oven and grill beef for 5 minutes.,"Step 3: Add cheese and bun to the wok, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
220,Kung Pao Chicken,Chinese,Breakfast,Non-Vegetarian,"chicken, peanuts, chili","Step 1: Prepare ingredients by cleaning and chopping: chicken, peanuts.",Step 2: Heat oil in a oven and bake chicken for 5 minutes.,"Step 3: Add peanuts and chili to the wok, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
221,Tom Yum Soup,Thai,Snack,Non-Vegetarian,"shrimp, lemongrass, mushroom","Step 1: Prepare ingredients by cleaning and chopping: shrimp, lemongrass.",Step 2: Heat oil in a skillet and steam shrimp for 5 minutes.,"Step 3: Add lemongrass and mushroom to the pot, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
222,Risotto Milanese,Italian,Snack,Gluten-Free,"rice, saffron, cheese","Step 1: Prepare ingredients by cleaning and chopping: rice, saffron.",Step 2: Heat oil in a grill and blanch rice for 5 minutes.,"Step 3: Add saffron and cheese to the steamer, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
223,Chili Con Carne,Mexican,Snack,Vegetarian,"beef, beans, tomato","Step 1: Prepare ingredients by cleaning and chopping: beef, beans.",Step 2: Heat oil in a skillet and boil beef for 5 minutes.,"Step 3: Add beans and tomato to the grill, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
224,Miso Soup,Japanese,Breakfast,Vegan,"miso, tofu, seaweed","Step 1: Prepare ingredients by cleaning and chopping: miso, tofu.",Step 2: Heat oil in a oven and fry miso for 5 minutes.,"Step 3: Add tofu and seaweed to the steamer, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
225,Cheeseburger,American,Dinner,Gluten-Free,"beef, cheese, bun","Step 1: Prepare ingredients by cleaning and chopping: beef, cheese.",Step 2: Heat oil in a wok and simmer beef for 5 minutes.,"Step 3: Add cheese and bun to the grill, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
226,Chole Bhature,Indian,Snack,Vegetarian,"chickpeas, onion, flour, ginger, green chili, garam masala","Step 1: Prepare ingredients by cleaning and chopping: chickpeas, onion.",Step 2: Heat oil in a wok and fry chickpeas for 5 minutes.,"Step 3: Add onion and flour to the skillet, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
227,Quesadilla,Mexican,Snack,Vegan,"cheese, tortilla, chicken","Step 1: Prepare ingredients by cleaning and chopping: cheese, tortilla.",Step 2: Heat oil in a saucepan and fry cheese for 5 minutes.,"Step 3: Add tortilla and chicken to the skillet, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
228,Masala Dosa,Indian,Breakfast,Vegan,"potato, rice, onion, mustard seeds, green chili, ginger","Step 1: Prepare ingredients by cleaning and chopping: potato, rice.",Step 2: Heat oil in a grill and roast potato for 5 minutes.,"Step 3: Add rice and onion to the oven, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
229,Pad Thai,Thai,Breakfast,Non-Vegetarian,"noodles, tofu, peanuts","Step 1: Prepare ingredients by cleaning and chopping: noodles, tofu.",Step 2: Heat oil in a grill and boil noodles for 5 minutes.,"Step 3: Add tofu and peanuts to the pot, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
230,Tempura,Japanese,Snack,Vegetarian,"shrimp, flour, egg","Step 1: Prepare ingredients by cleaning and chopping: shrimp, flour.",Step 2: Heat oil in a skillet and simmer shrimp for 5 minutes.,"Step 3: Add flour and egg to the wok, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
231,Buffalo Wings,American,Dinner,Gluten-Free,"chicken, hot sauce, butter","Step 1: Prepare ingredients by cleaning and chopping: chicken, hot sauce.",Step 2: Heat oil in a pot and fry chicken for 5 minutes.,"Step 3: Add hot sauce and butter to the oven, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
232,French Onion Soup,French,Snack,Gluten-Free,"onion, beef broth, cheese","Step 1: Prepare ingredients by cleaning and chopping: onion, beef broth.",Step 2: Heat oil in a steamer and steam onion for 5 minutes.,"Step 3: Add beef broth and cheese to the grill, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
233,Quiche Lorraine,French,Snack,Vegan,"egg, cheese, bacon","Step 1: Prepare ingredients by cleaning and chopping: egg, cheese.",Step 2: Heat oil in a pot and bake egg for 5 minutes.,"Step 3: Add cheese and bacon to the oven, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
234,Burrito Bowl,Mexican,Lunch,Vegetarian,"rice, beans, chicken","Step 1: Prepare ingredients by cleaning and chopping: rice, beans.",Step 2: Heat oil in a grill and bake rice for 5 minutes.,"Step 3: Add beans and chicken to the pan, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
235,Paneer Butter Masala,Indian,Lunch,Gluten-Free,"paneer, tomato, butter, cumin, cream, ginger, garlic",Step 1: Sauté paneer cubes lightly and set aside.,"Step 2: In a pan, cook onion, tomato puree, and spices in butter.",Step 3: Add cream and simmer the gravy. Add paneer cubes.,Step 4: Cook for 5 minutes. Garnish with coriander leaves and serve with naan.
236,BBQ Ribs,American,Dinner,Gluten-Free,"pork, bbq sauce, spices","Step 1: Prepare ingredients by cleaning and chopping: pork, bbq sauce.",Step 2: Heat oil in a oven and blanch pork for 5 minutes.,"Step 3: Add bbq sauce and spices to the pan, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
237,Chicken Biryani,Indian,Breakfast,Vegan,"chicken, rice, onion, garam masala, mint, yogurt","Step 1: Marinate chicken with yogurt, spices, and herbs. Let it rest for 30 minutes.","Step 2: In a pot, sauté onions and add marinated chicken. Cook till partially done.","Step 3: Add parboiled basmati rice over chicken, layer with mint and fried onions.",Step 4: Cover and dum cook for 20 minutes on low heat. Serve hot with raita.
238,French Onion Soup,French,Dinner,Vegetarian,"onion, beef broth, cheese","Step 1: Prepare ingredients by cleaning and chopping: onion, beef broth.",Step 2: Heat oil in a steamer and grill onion for 5 minutes.,"Step 3: Add beef broth and cheese to the oven, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
239,Risotto Milanese,Italian,Snack,Vegan,"rice, saffron, cheese","Step 1: Prepare ingredients by cleaning and chopping: rice, saffron.",Step 2: Heat oil in a saucepan and roast rice for 5 minutes.,"Step 3: Add saffron and cheese to the wok, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
240,Pad Thai,Thai,Lunch,Gluten-Free,"noodles, tofu, peanuts","Step 1: Prepare ingredients by cleaning and chopping: noodles, tofu.",Step 2: Heat oil in a oven and grill noodles for 5 minutes.,"Step 3: Add tofu and peanuts to the saucepan, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
241,Kung Pao Chicken,Chinese,Breakfast,Non-Vegetarian,"chicken, peanuts, chili","Step 1: Prepare ingredients by cleaning and chopping: chicken, peanuts.",Step 2: Heat oil in a pot and simmer chicken for 5 minutes.,"Step 3: Add peanuts and chili to the saucepan, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
242,Ratatouille,French,Snack,Gluten-Free,"zucchini, tomato, eggplant, thyme, olive oil, bell pepper","Step 1: Prepare ingredients by cleaning and chopping: zucchini, tomato.",Step 2: Heat oil in a skillet and steam zucchini for 5 minutes.,"Step 3: Add tomato and eggplant to the pan, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
